ID	Gold	Pred	Text
ID-987	fiscaltimes	neutral	Federal Subsidies for Insured People Under Age 65 Will Total $737 Billion This Year: CBO
ID-988	FT	neutral	Female footballers grab the world’s attention — finally
ID-989	Vice	neutral	Find Out If Your Top Sexual Fantasy Is Unique or Just Boring
ID-990	LATimes	negative	Finding a repository for San Onofre plant's nuclear waste is a difficult task
ID-991	Marketwatch	neutral	"""For the week"
ID-992	FT	neutral	Ford and VW to share costs on electric and self-driving cars
ID-993	democracynow	negative	Fossil Fuel Stooges Pence & Trump Deny Climate Crisis as Deadly Rains Slam Louisiana & South Asia
ID-994	dailykos	negative	Four things you can do today to fight voter suppression
ID-995	dailykos	neutral	Four years ago today Trump launched his campaign. Media still hasn't figured out how to cover him
ID-996	HotAir	negative	Fox vs. Fox: Neil Cavuto clashes with Lou Dobbs on Trump and the deficit
ID-997	TheAtlantic	positive	"""Free Speech on Campus Is Doing Just Fine"
ID-998	TheWeek	neutral	Fresh calls for Trump’s impeachment after Mueller statement
ID-999	democracynow	negative	From LBJ to Robert Moses: Robert Caro on Writing About Political Power & Its Impact on the Powerless
ID-1000	dailywire	neutral	GOP Releases New Video Highlighting 'No Collusion' Newspaper Headlines
ID-1001	ThinkProgress	negative	"""GOP whip says Democrats are obsessed with Mueller"
ID-1002	TheFederalist	neutral	Gaslighting On Abortion Intensifies As Georgia Passes Fetal Heartbeat Bill
ID-1003	Jacobin	positive	Give Us AOC’s 70% Tax Rates — But Save the 1950s Nostalgia
ID-1004	NewsBusters	neutral	GoFundMe Deletes South Bend Police Officer’s Donation Page
ID-1005	PoliticoPulse	neutral	Gold-plated golf clubs and birthday bashes: How Abe courts Trump
ID-1006	NewsBusters	neutral	Google Gets the Hot Seat over Sensorsvault Spying
ID-1007	ProPublica	neutral	Haru Coryne to Join ProPublica Illinois as Data Reporter
ID-1008	fiscaltimes	positive	Health Care CEO Slams Medicare for All
ID-1009	OAN	positive	"""Help each other"
ID-1010	Alternet	neutral	Here are 5 lies Trump defenders are guaranteed to tell about the Mueller report — and why you shouldn’t believe them
ID-1011	Alternet	neutral	Here’s the ‘gaping loophole’ in federal law that Russia and other countries can exploit to legally influence the 2020 election
ID-1012	Alternet	positive	Here’s what Donald Trump can teach Democrats about winning crossover votes
ID-1013	OAN	neutral	"""House Democrats rush to pass border aid bill before July 4"
ID-1014	Quartz	neutral	Hundreds of thousands are set to march in London for a second Brexit referendum
ID-1015	OAN	neutral	IMF gives Mozambique $118 million for Cyclone Idai rebuilding
ID-1016	fiscaltimes	negative	"""IRS Audits Hit the Working Poor"
ID-1017	fiscaltimes	negative	IRS Eases Penalty for Taxpayers Who Paid Too Little
ID-1018	Truthout	neutral	"""If Britain Leaves the EU"
ID-1019	dailywire	negative	Ilhan Omar Attacks Israel. Liz Cheney Demolishes Her With One Tweet.
ID-1020	HotAir	neutral	Ilhan Omar’s campaign finance/tax issues just shifted gears
ID-1021	TheHill	negative	Immigrants in US military denied citizenship more often than civilians
ID-1022	PoliticoPulse	neutral	Impeachment and environmental activist Tom Steyer announces presidential bid
ID-1023	NPR	positive	Improved Prosthetic Hand Has A Lighter Touch And Easy Grip
ID-1024	Quartz	neutral	India’s oldest e-commerce firm’s IPO is a rare way out for investors
ID-1025	BussinesInsider	negative	Investments Limited Bullish on South Florida Real Estate
ID-1026	FT	negative	Investors face $647bn China banking blind spot
ID-1027	HuffPost	negative	"""Iran Claims Rights To Respond To 'Unacceptable' U.S. Sanctions"
ID-1028	HuffPost	neutral	Israel Announces Golan Heights Settlement To Be Named After Trump
ID-1029	ForeignPolicy	negative	It’s Time for Saudi Arabia to Stop Exporting Extremism
ID-1030	TheAtlantic	positive	"""It’s a Winner-Take-All World"
ID-1031	RealClearPolitics	neutral	Ivanka & Jared Are Cons and Threats to National Security
ID-1032	TheNewYorker	negative	Jalen Rose Has a Problem with Basketball Analytics
ID-1033	TheNewYorker	negative	Joe Biden Bets on Being the Anti-Trump Candidate
ID-1034	TheNewYorker	neutral	"""Jordan Klepper"
ID-1035	Twitchy	neutral	Journalism! #FakeNews called on MSNBC reporter’s claim about what was NOT mentioned at Trump’s rally (‘Roll the tape!’)
ID-1036	dailysignal	negative	Juan Williams Just Plain Wrong on Senate Rules Change on Nominations
ID-1037	TPM	negative	Judge Agrees To Release Coast Guard Officer Accused Of Plotting Terror Attack
ID-1038	TheBlaze	neutral	"""Judge slaps down DNC lawsuit alleging Russian collusion"
ID-1039	Slate	neutral	Justin Amash Is Not the Start of Anything
ID-1040	Breitbart	neutral	Kamala Harris Continues to Lie About Charlottesville 'Very Fine People' Hoax
ID-1041	Reason	neutral	Kamala Harris and Donald Trump Unite to Defend the Imperial Presidency
ID-1042	ProPublica	negative	Kentucky Legislature Passes Bill Stripping Grimes of Authority Over State Board of Elections
ID-1043	ThinkProgress	positive	Koch-funded group wants you to believe it’s scandalous to support clean energy policies
ID-1044	PoliticoPulse	neutral	Kudlow on Dem candidates: ‘I don’t understand what planet they’re describing’
ID-1045	RollCall	neutral	Kyrsten Sinema and Mike Gallagher are still the fastest members of Congress
ID-1046	Jacobin	neutral	Labor and Management Have Nothing in Common
ID-1047	FoxNews	neutral	Lauren Sanchez and Patrick Whitesell file for divorce as Bezos split is finalized: reports
ID-1048	fiscaltimes	neutral	Lawmakers Introduce a Bipartisan Bill to Fix the IRS
ID-1049	dailysignal	neutral	Liberals Are Using Rep. Ilhan Omar as an Excuse to Chill Speech
ID-1050	ABC	negative	Libya's Sarraj calls for elections in 2019 to end war
ID-1051	dailysignal	negative	Lies Are Fueling the Rise of Anti-Semitism
ID-1052	Vox	neutral	Little Caesars is the latest chain where you can try out meatless meat
ID-1053	InfoWars	neutral	"""Livestream: Leftist Democrats Begin to Eat Their Own"
ID-1054	Truthout	negative	Liz Cheney Goes All-In on Trump’s Racism: Meet the Future of the GOP
ID-1055	TheWeek	negative	London Bridge attack: what we’ve learned from the inquest
ID-1056	NBC	negative	"""Mad magazine to come off newsstands"
ID-1057	TheAmericanConservative	negative	Mad: The Hilariously Sly Magazine Hated By the Stiff Set
ID-1058	Vice	negative	Man Imprisoned for Drunk Driving Says His Body Actually Turns Food into Alcohol
ID-1059	NYP	negative	Man killed by masked gunman who used anti-gay slur: cops
ID-1060	TheNewYorker	negative	Manny Pacquiao Might Be Making a Terrible Mistake
ID-1061	NewsBusters	neutral	Mark Levin’s ‘Unfreedom of the Press’
ID-1062	democracynow	negative	"""Massive Hong Kong Protests Demand Withdrawal of Extradition Bill"
ID-1063	WT	negative	McDonald's suspends milkshake sales to prevent weaponization by anti-Farage activists
ID-1064	InfoWars	neutral	Media Threatens to Dox Microsoft Employee Who Said Execs Are ‘Awarded’ For Discriminating Against White & Asian Men
ID-1065	Slate	negative	Mexico’s Government Still Foolishly Thinks It Can Reason With Trump
ID-1066	dailywire	neutral	Michelle Obama's Ex-Chief Of Staff Admits She Did Try To Intervene In Smollett Investigation
ID-1067	TheAmericanConservative	negative	Millennials: Stop Talking About ‘Adulting’ and Become Adults
ID-1068	Time	negative	Mind-Bending Optical Illusion Has People Mistaking a Car Door for the Beach
ID-1069	dailymail	neutral	Moment paedophile footballer Adam Johnson twisted his ankle as he stumbled out of bar
ID-1070	RollCall	neutral	More Chinese fentanyl may stay out of the US under a new bipartisan bill
ID-1071	Slate	neutral	"""Mueller Spoke. Part of America Heard Laurel"
ID-1072	NewsBusters	negative	"""NY Times Deflects MLK ‘Rape’ Bombshell by Personally Attacking the Historian"
ID-1073	BussinesInsider	neutral	National Express Group PLC -- Moody's announces completion of a periodic review of ratings of National Express Group PLC
ID-1074	dailybeast	neutral	New Hampshire Republicans to Corey Lewandowski: Stay Away From the Senate
ID-1075	Vox	negative	New Mexico militia detains migrants at gunpoint in social media
ID-1076	MotherJones	neutral	"""New Rule: Polluters Can Appeal Judgments"
ID-1077	ThinkProgress	neutral	New York lawmakers introduce legislation to decriminalize sex work
ID-1078	Reason	neutral	Newly Released Files Document the FBI's Participation in the Hunt for Bigfoot
ID-1079	NPR	negative	Nike Pulls Shoes Featuring Betsy Ross Flag Over Concerns About Racist Symbolism
ID-1080	TheNewYorker	negative	"""No Conspiracy"
ID-1081	MotherJones	negative	No One Has Any Idea If Joe Biden Really Is “Electable”
ID-1082	Intercept	negative	"""Northern Ireland Mourns Lyra McKee"
ID-1083	fiscaltimes	positive	"""Number of the Day: 18% of ER Visits End with Surprise Bills"
ID-1084	dailywire	negative	Ocasio-Cortez Promotes Unsubstantiated Conspiracy Theory About Trump
ID-1085	ForeignPolicy	neutral	"""On Eve of Russia Trip"
ID-1086	Truthout	neutral	"""On the Border"
ID-1087	ForeignPolicy	neutral	"""One Small Step for a President"
ID-1088	TheBlaze	positive	Openly gay Democratic presidential candidate wants to 'broker that peace deal' with Chick-fil-A
ID-1089	Time	negative	Oprah Always Travels With Avocados Grown From Her Own Orchard Because ‘It’s Ridiculous to Pay for Avocados’
ID-1090	NPR	negative	Originality And Uncertainty Still Reign As 'Black Mirror' Enters Its 5th Season
ID-1091	PoliticoPulse	neutral	"""POLITICO Playbook PM: Trump"
ID-1092	dailywire	neutral	POLL: Democratic Women Okay With ‘Handsy’ Joe Biden
ID-1093	TheNewYorker	neutral	Paul Mpagi Sepuya Mines the Queer History of the Portrait Studio
ID-1094	Slate	negative	Pelosi Vows “Ironclad Case” Against Trump as Cries to “Impeach” Erupt During Speech
ID-1095	NYT	negative	Pete Buttigieg Confronts Race and Identity in Speech to Gay Group
ID-1096	PoliticoPulse	neutral	Pete Buttigieg: Trump immigration approach backward
ID-1097	fiscaltimes	neutral	Pharmacy Middlemen Will Take Their Turn in the Congressional Hot Seat
ID-1098	LATimes	negative	"""Pilot died in military jet crash near Death Valley's 'Star Wars Canyon"
ID-1099	Marketwatch	neutral	Pinterest's stock jumps 7.0% ahead of Q1 results due after the close
ID-1100	HotAir	neutral	Police union rips Buttigieg: using shooting to score campaign points
ID-1101	NewsMax	neutral	"""Pompeo Decries 'Dictatorship"
ID-1102	NationalReview	neutral	Pompeo: Paris Climate Deal ‘Didn’t Change a Thing’
ID-1103	TheWeek	neutral	"""Premier League transfer news: Rodriguez"
ID-1104	TheAmericanConservative	neutral	President Trump: Just Another Jailer of the Cuban People
ID-1105	dailykos	neutral	Presidential candidate Beto O'Rourke releases LGBTQ+ Equality plan
ID-1106	MotherJones	negative	Previously Unreleased Poll Shows Alabama Voters Disapprove of Extreme Abortion Ban
ID-1107	Time	positive	Princess Charlotte’s Adorable 4th Birthday Photos Are Here to Help You Celebrate the Passage of Time
ID-1108	Vice	positive	Prisoners Tell Us How Tommy Robinson Will Actually Be Treated in Jail
ID-1109	dailysignal	negative	Problematic Women: How Kamala Harris’ ‘Wage Gap’ Plan Would Actually Hurt Women
ID-1110	Intercept	neutral	Protesters Target Joe Biden on Deportation and Bill De Blasio on Eric Garner During Democratic Debate
ID-1111	Economist	neutral	Psychedelic tourism is a niche but growing market
ID-1112	TheNewYorker	negative	R. Kelly and the Damage Done
ID-1113	FoxNews	negative	"""RNC Chairwoman 'personally' supports rape"
ID-1114	RollCall	neutral	Rapper T.I. wants to form the ‘Avengers’ of black investment
ID-1115	Vox	neutral	Read Bernie Sanders’s 2019 Medicare-for-all plan
ID-1116	NewsBusters	negative	Reality Check: Pro-Abortion 'Rewire News' Site Under Fire for Union Layoffs
ID-1117	TheAtlantic	neutral	Recruiting Women to Online Dating Was a Challenge
ID-1118	RealClearPolitics	neutral	Red Flag on Steele Went to FBI Well Before FISA Warrant
ID-1119	FoxNews	neutral	Rep. Ilhan Omar slams 'bigoted' Trump administration for barring pride flag from foreign embassies
ID-1120	Intercept	negative	Rep. Ro Khanna Calls for Investigation Into Brazil’s Prosecution of Lula
ID-1121	ThinkProgress	positive	Republicans’ new smear of Rep. Rashida Tlaib can be easily fact-checked
ID-1122	TheGatewayPundit	neutral	Rush Limbaugh: We Have this Never-Trumper Problem Which is Like a Fly on an Elephant’s Ass
ID-1123	Marketwatch	neutral	"""S&P 500 down 3.7% at 2"
ID-1124	dailywire	negative	SCHAEFFER: The Greco-Persian Wars. Introduction: The War That Saved The West
ID-1125	Reason	negative	San Francisco Has Ditched Its Dumb 'IPO Tax' (For Now)
ID-1126	RealClearPolitics	negative	Sanders' Medicine Is Worse Than the Disease
ID-1127	MotherJones	neutral	Sarah Huckabee Sanders Embarks on Media Tour to Defend Her Lies
ID-1128	NYT	neutral	Sausage King and Queen Take Stock
ID-1129	Intercept	positive	Scandal for Bolsonaro’s Justice Minister Sergio Moro Grows as the Intercept Partners With Brazil’s Largest Magazine For New Exposé
ID-1130	TPM	positive	"""Scarred By Sinema's Senate Win"
ID-1131	dailymail	positive	Scott Morrison says ‘ni hao’ to voter who replied ‘I’m Korean’ in hilarious election gaffe
ID-1132	dailybeast	positive	Scouted: Get 25% Off Scouted Readers Favorite Bags at Dagne Dover — and Some New Arrivals
ID-1133	FoxNews	negative	Selma Blair says she’s getting 'seemingly sicker' with MS in Instagram post
ID-1134	TheHill	neutral	Senate Intel finds 'extensive' Russian election interference going back to 2014
ID-1135	Alternet	positive	Senate Republicans feel ‘urgency’ to do something about health care — again
ID-1136	RollCall	neutral	"""Senate goes nuclear again"
ID-1137	TheHill	negative	Senior Palestinian official denied US visa
ID-1138	Vox	negative	Solitary confinement isn’t effective. That’s why New Jersey lawmakers are trying to restrict it.
ID-1139	Vice	negative	"""Some Mad"
ID-1140	TPM	neutral	Some Maine Republicans Fret New State Ballad Is Too Hard On The Confederacy
ID-1141	Vox	positive	Soon your driver’s license might not get you through airport security
ID-1142	dailybeast	negative	Stephen Colbert Hits Long-Shot Dems for Spewing ‘Republican Talking Points’ at CNN Debate
ID-1143	Marketwatch	neutral	Stocks end mixed in quiet trading session
ID-1144	Reason	negative	Stossel: Moral Panic Over Sex Work
ID-1145	NBC	negative	Stuck on the sidelines: A transgender powerlifter fights for the right to compete
ID-1146	InfoWars	positive	Study: Peppermint Helps the Meal Go Down
